2013072,08331419110209,2,"351,392,580元","83,394,408元"
2013071,21122628052309,11,"311,914,552元","31,637,441元"
2013070,02281030090306,13,"296,577,242元","58,271,360元"
2013069,30161817073306,105,"369,339,396元","30,000,000元"
2013068,13202502270706,10,"329,872,238元","135,584,520元"
2013067,09010430152206,16,"309,743,864元","137,776,720元"
2013066,17162001033207,8,"368,087,166元","182,192,048元"
2013065,23073019182902,5,"334,460,176元","201,675,690元"
2013064,13252209320112,5,"328,102,052元","172,812,165元"
2013063,31201523101812,3,"354,390,256元","142,799,949元"
2013062,22190601072702,2,"313,979,568元","83,172,610元"
2013061,06051813120712,43,"335,064,726元","30,000,000元"
2013060,07052013191015,8,"368,726,696元","110,329,152元"
2013059,27290310241809,11,"339,381,758元","99,230,450元"
2013058,24081121172305,13,"338,075,776元","138,757,060元"
2013057,13192616282305,6,"367,207,180元","152,624,208元"
2013056,12292603252816,5,"330,573,576元","138,712,270元"
2013055,32192718220806,6,"328,924,474元","116,004,306元"
2013054,08140403282114,14,"367,209,526元","101,137,064元"
2013053,30220333131214,5,"327,360,018元","89,705,790元"
2013052,14222406210713,8,"320,719,928元","48,367,032元"
2013051,29081528191202,33,"377,856,082元","30,000,000元"
2013050,22070313251803,9,"331,969,178元","116,018,802元"
2013049,16321410211314,2,"295,889,902元","114,803,190元"
2013048,32283010171304,37,"379,712,106元","55,171,877元"
2013047,01271730110812,6,"347,274,348元","167,906,106元"
2013046,19032426162006,7,"352,094,234元","143,084,851元"
2013045,07061431082312,7,"389,847,482元","123,007,759元"
2013044,28261103180506,12,"355,471,956元","113,248,452元"
2013043,17250615140316,16,"358,568,922元","130,914,304元"
2013042,15083313011203,7,"396,763,590元","191,650,228元"
2013041,23171002241205,3,"358,260,706元","165,669,831元"
2013040,10021204173010,11,"352,650,578元","135,009,567元"
2013039,02152429011406,7,"390,740,078元","158,541,908元"
2013038,15101214190911,5,"328,400,842元","140,504,290元"
2013037,18153228270214,6,"350,336,028元","122,337,450元"
2013036,29053109270413,9,"393,497,514元","118,017,567元"
2013035,26171514300102,3,"351,498,872元","105,954,843元"
2013034,20062233261509,8,"339,315,898元","47,229,360元"
2013033,06281719130501,44,"397,248,028元","34,224,132元"
2013032,04212930332503,2,"365,616,360元","185,170,708元"
2013031,03151413332103,10,"365,951,410元","135,583,170元"
2013030,25260729181406,7,"405,193,314元","146,756,785元"
2013029,29230619100712,12,"367,189,222元","133,260,864元"
2013028,07250826281413,6,"363,477,764元","144,919,914元"
2013027,24210112040212,11,"401,897,672元","136,259,354元"
2013026,22043115141111,4,"357,237,076元","140,421,744元"
2013025,30161825172408,27,"365,053,994元","116,448,192元"
2013024,04233005271309,17,"397,860,528元","222,298,732元"
2013023,32031506183005,4,"359,844,386元","271,259,788元"
2013022,15070402200907,6,"349,104,140元","238,299,864元"
2013021,19312601170611,7,"386,291,388元","239,758,883元"
2013020,16010721120801,5,"337,611,102元","233,771,560元"
2013019,20261605010206,5,"316,958,200元","207,401,535元"
2013018,30082829130205,10,"364,752,666元","193,557,090元"
2013017,31123032040609,3,"339,247,106元","198,644,874元"
2013016,12060228140505,12,"327,207,104元","165,350,088元"
2013015,05181306071115,3,"377,989,410元","202,682,481元"
2013014,05171920040208,20,"348,187,310元","150,729,380元"
2013013,06191328052209,19,"351,745,408元","211,416,895元"
2013012,06282217291402,3,"389,114,476元","260,734,911元"
2013011,12031727292409,11,"350,274,074元","199,912,372元"
2013010,32010917331112,5,"347,709,230元","224,151,420元"
2013009,04162301130902,4,"383,674,016元","195,572,596元"
2013008,17320325082115,6,"341,795,384元","170,217,234元"
2013007,32021526092201,2,"341,246,158元","151,606,540元"
2013006,22133009101713,8,"374,366,198元","82,757,304元"
2013005,01253213311412,11,"339,352,226元","49,335,143元"
2013004,10270616203208,17,"337,097,616元","35,567,995元"
2013003,22282326332709,4,"367,773,688元","98,882,604元"
2013002,16300122281812,4,"303,822,912元","61,810,900元"
2013001,06152508241406,20,"309,153,922元","30,000,000元"
