2013101,05233209270701,4,"339,246,710元","117,330,108元"
2013100,20160804141111,0,"324,850,520元","110,063,013元"
2013099,20263121051103,13,"359,490,506元","57,365,841元"
2013098,19202607151814,28,"333,979,300元","61,447,820元"
2013097,17232214250507,3,"326,153,582元","165,973,926元"
2013096,28220130022915,9,"364,530,978元","133,568,694元"
2013095,29281915010610,5,"321,839,422元","122,220,820元"
2013094,14022218042007,11,"320,217,972元","85,662,203元"
2013093,31260802290114,2,"345,826,922元","113,583,018元"
2013092,26110721311506,8,"311,052,518元","39,250,888元"
2013091,31142428042510,22,"308,670,790元","30,000,000元"
2013090,11240223052908,46,"372,773,264元","30,000,000元"
2013089,04081925211213,14,"337,088,774元","173,879,650元"
2013088,15092122242014,3,"332,225,112元","203,431,818元"
2013087,24282302131905,6,"364,306,204元","159,824,838元"
2013086,02112604161311,3,"326,453,274元","147,621,963元"
2013085,02121608143216,7,"330,145,456元","119,563,094元"
2013084,21070509201103,10,"373,588,034元","101,313,260元"
2013083,12191406230509,18,"338,036,388元","101,908,566元"
2013082,22142004133006,5,"326,611,872元","177,229,420元"
2013081,01103113042113,4,"359,745,012元","164,579,200元"
2013080,23281132101216,5,"327,918,824元","126,651,295元"
2013079,26072219131713,12,"320,512,624元","108,592,428元"
2013078,05261727180315,8,"355,637,236元","125,198,288元"
2013077,09142624292303,31,"333,114,166元","90,631,848元"
2013076,23242930142603,1,"326,689,120元","213,429,920元"
2013075,04090633253014,0,"358,276,246元","148,151,453元"
2013074,06083214031903,3,"320,654,782元","76,109,739元"
2013073,13202817090211,19,"324,559,238元","31,466,432元"
